"","Reporting unit name","Municipality and county","County","Change in Rep. vote 2012 to 2016","Rep. vote 2016","Rep. vote 2012","Trump vote in primary","Vote for third party candidates 2016","Voter number 2016","Number of registered voters 2016","Registered voter turnout 2016","Touchscreen model installed in municipality","Proportion of voters using voting machines","Number of voters using voting machines","Number of voters using AVC Edge","Average Rep. vote change 2012-2016 in reporting units with 0% touchscreen use","Average Rep. vote change 2012-2016 in reporting units with 0-25% AVC Edge use","Average Rep. vote change 2012-2016 in reporting units with >25% AVC Edge use","Rep. vote change 2012-2016 above average for 0% touchscreen use","No. of voters voting Rep. above average vote change 2012-2016 with 0% touchscreen use","Proportion of votes from AVC Edge required to flip to match difference from 0% touchscreen use average in Rep. vote change 2012-2016"
"2196","TOWN OF KNOX WARD 1 PRICE","TOWN OF KNOX PRICE","PRICE",15.8443831190685,56.6265060240964,40.7821229050279,55.9322033898305,4.81927710843374,169,209,0.808612440191388,"Dominion (Sequoia)/Command Central-Edge",0.952662721893491,161,161,0.627336229534961,2.45692443158333,10.7432320060251,15.2170468895335,26.7770074712258,0.166316816591464
"2197","TOWN OF KOMENSKY WARD 1 JACKSON","TOWN OF KOMENSKY JACKSON","JACKSON",5.32467532467533,18.1818181818182,12.8571428571429,31.8181818181818,7.79220779220779,153,166,0.921686746987952,"Dominion (Sequoia)/Command Central-Edge",0.993464052287582,152,152,0.627336229534961,2.45692443158333,10.7432320060251,4.69733909514037,8.14675324675325,0.053597060833903
"2198","TOWN OF KOSHKONONG WARDS 1,6 JEFFERSON","TOWN OF KOSHKONONG JEFFERSON","JEFFERSON",2.95566502463055,52.3809523809524,49.4252873563218,38.7539598732841,10.7142857142857,243,283,0.858657243816254,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.32832879509559,7.18226600985224,NA
"2199","TOWN OF KOSHKONONG WARDS 2-5 JEFFERSON","TOWN OF KOSHKONONG JEFFERSON","JEFFERSON",3.49497879861852,58.135775862069,54.6407970634504,NA,5.38793103448276,1873,2133,0.878105954055321,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.86764256908356,65.4609528981249,NA
"2200","TOWN OF KOSSUTH WARD 1-3 MANITOWOC","TOWN OF KOSSUTH MANITOWOC","MANITOWOC",9.92501414827391,64.0916808149406,54.1666666666667,38.8145315487572,5.85738539898132,1158,1322,0.875945537065053,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,9.29767791873895,114.931663837012,NA
"2201","TOWN OF LA FOLLETTE WARD 1-2 BURNETT","TOWN OF LA FOLLETTE BURNETT","BURNETT",4.88303087640836,54.2207792207792,49.3377483443709,52,3.8961038961039,311,356,0.873595505617977,"Dominion (Sequoia)/Command Central-Edge",0.790996784565916,246,246,0.627336229534961,2.45692443158333,10.7432320060251,4.2556946468734,15.18622602563,0.0617326261204472
"2202","TOWN OF LA GRANGE WARD 1-3 WALWORTH","TOWN OF LA GRANGE WALWORTH","WALWORTH",-2.16850147880381,62.4264705882353,64.5949720670391,30.8988764044944,6.76470588235294,1381,1602,0.862047440699126,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-2.79583770833877,-29.9470054222806,NA
"2203","TOWN OF LA GRANGE WARDS 1A-3A MONROE","TOWN OF LA GRANGE MONROE","MONROE",NA,58.9690721649485,NA,NA,8.24742268041237,977,1106,0.883363471971067,"Dominion (Sequoia)/Command Central-Edge",0.344933469805527,337,337,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2204","TOWN OF LA GRANGE WARDS 1B-3B MONROE","TOWN OF LA GRANGE MONROE","MONROE",NA,74.3243243243243,NA,NA,0,74,79,0.936708860759494,"Dominion (Sequoia)/Command Central-Edge",0.310810810810811,23,23,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2205","TOWN OF LA POINTE WARD 1 ASHLAND","TOWN OF LA POINTE ASHLAND","ASHLAND",2.38647971027951,21.4876033057851,19.1011235955056,31.1111111111111,12.8099173553719,247,313,0.789137380191693,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.75914348074455,5.89460488439039,NA
"2206","TOWN OF LA PRAIRIE WARD 1 ROCK","TOWN OF LA PRAIRIE ROCK","ROCK",0.967478727124373,52.1739130434783,51.2064343163539,39.7590361445783,7.2463768115942,349,404,0.863861386138614,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,0.340142497589412,3.37650075766406,NA
"2207","TOWN OF LA PRAIRIE WARD 2 ROCK","TOWN OF LA PRAIRIE ROCK","ROCK",7.4535679374389,60.4838709677419,53.030303030303,42.1875,3.2258064516129,144,144,1,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,6.82623170790394,10.733137829912,NA
"2208","TOWN OF LA VALLE WARDS 1-3 SAUK","TOWN OF LA VALLE SAUK","SAUK",9.94251020846765,58.0808080808081,48.1382978723404,NA,5.17676767676768,802,882,0.909297052154195,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,9.31517397893269,79.7389318719106,NA
"2209","TOWN OF LAC DU FLAMBEAU WARDS 1-7 VILAS","TOWN OF LAC DU FLAMBEAU VILAS","VILAS",8.42201931150294,41.0416666666667,32.6196473551637,51.4223194748359,6.04166666666667,1443,1968,0.733231707317073,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,7.79468308196798,121.529738664987,NA
"2210","TOWN OF LAFAYETTE WARDS 1-2 MONROE","TOWN OF LAFAYETTE MONROE","MONROE",4.69350021334092,62.9213483146067,58.2278481012658,55.4054054054054,8.42696629213483,182,182,1,"Dominion (Sequoia)/Command Central-Edge",0.912087912087912,166,166,0.627336229534961,2.45692443158333,10.7432320060251,4.06616398380596,8.54217038828047,0.0514588577607258
"2211","TOWN OF LAFAYETTE WARDS 1-3 WALWORTH","TOWN OF LAFAYETTE WALWORTH","WALWORTH",NA,65.4712260216847,NA,29.0849673202614,6.33861551292744,1219,1366,0.892386530014641,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2212","TOWN OF LAFAYETTE WARDS 1-9 CHIPPEWA","TOWN OF LAFAYETTE CHIPPEWA","CHIPPEWA",4.38454953034532,54.6802325581395,50.2956830277942,42.2047244094488,5.20348837209302,3492,3980,0.877386934673367,"Dominion (Sequoia)/Command Central-Edge",0.000572737686139748,2,2,0.627336229534961,2.45692443158333,10.7432320060251,3.75721330081036,153.108469599659,76.5542347998293
"2213","TOWN OF LAKE HOLCOMBE WARDS 1-2 CHIPPEWA","TOWN OF LAKE HOLCOMBE CHIPPEWA","CHIPPEWA",13.4632080788387,68.3304647160069,54.8672566371681,49.3788819875776,2.23752151462995,582,674,0.863501483679525,"Dominion (Sequoia)/Command Central-Edge",0.506872852233677,295,295,0.627336229534961,2.45692443158333,10.7432320060251,12.8358718493037,78.3558710188412,0.265613122097767
"2214","TOWN OF LAKE MILLS WARDS 1-3 JEFFERSON","TOWN OF LAKE MILLS JEFFERSON","JEFFERSON",-3.1595190249388,45.7585644371941,48.9180834621329,34.1004184100418,7.34094616639478,1245,1411,0.882352941176471,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-3.78685525447376,-39.3360118604881,NA
"2215","TOWN OF LAKE TOMAHAWK WARDS 1-2 ONEIDA","TOWN OF LAKE TOMAHAWK ONEIDA","ONEIDA",3.76291501014436,61.7054263565891,57.9425113464448,NA,3.72093023255814,656,728,0.901098901098901,"Dominion (Sequoia)/Command Central-Edge",0,0,0,0.627336229534961,2.45692443158333,10.7432320060251,3.1355787806094,24.684722466547,NA
"2216","TOWN OF LAKE WARDS 1-2 MARINETTE","TOWN OF LAKE MARINETTE","MARINETTE",17.4489806446288,70.5792682926829,53.1302876480541,48.2315112540193,2.74390243902439,665,725,0.917241379310345,"Dominion (Sequoia)/Command Central-Edge",0.887218045112782,590,590,0.627336229534961,2.45692443158333,10.7432320060251,16.8216444150938,116.035721286782,0.196670714045392
"2217","TOWN OF LAKE WARDS 1-2 PRICE","TOWN OF LAKE PRICE","PRICE",14.4335266136593,57.2289156626506,42.7953890489914,64.1434262948207,3.01204819277108,675,779,0.866495507060334,"Dominion (Sequoia)/Command Central-Edge",0.167407407407407,113,113,0.627336229534961,2.45692443158333,10.7432320060251,13.8061903841243,97.4263046422003,0.86217968709912
"2218","TOWN OF LAKELAND WARD 1-2 BARRON","TOWN OF LAKELAND BARRON","BARRON",8.91620974592633,60.5683836589698,51.6521739130435,45.0643776824034,3.73001776198934,566,655,0.86412213740458,"Dominion (Sequoia)/Command Central-Edge",0.865724381625442,490,490,0.627336229534961,2.45692443158333,10.7432320060251,8.28887351639137,50.465747161943,0.102991320738659
"2219","TOWN OF LAKESIDE WARD 1 DOUGLAS","TOWN OF LAKESIDE DOUGLAS","DOUGLAS",9.53876718213058,50.2604166666667,40.7216494845361,45.4545454545455,7.55208333333333,385,447,0.861297539149888,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,8.91143095259562,36.7242536512027,NA
"2220","TOWN OF LAKETOWN WARD 1 POLK","TOWN OF LAKETOWN POLK","POLK",8.93886498335633,61.4159292035398,52.4770642201835,45.6521739130435,5.13274336283186,568,642,0.884735202492212,"Dominion (Sequoia)/Command Central-Edge",0.679577464788732,386,386,0.627336229534961,2.45692443158333,10.7432320060251,8.31152875382137,50.772753105464,0.131535629806902
"2221","TOWN OF LAKEWOOD WARD 1 OCONTO","TOWN OF LAKEWOOD OCONTO","OCONTO",6.74674491105814,63.588850174216,56.8421052631579,51.7985611510791,2.9616724738676,581,649,0.895223420647149,"Dominion (Sequoia)/Command Central-Edge",0.779690189328744,453,453,0.627336229534961,2.45692443158333,10.7432320060251,6.11940868152318,39.1985879332478,0.0865310991903924
"2222","TOWN OF LAMARTINE WARDS 1-2 FOND DU LAC","TOWN OF LAMARTINE FOND DU LAC","FOND DU LAC",5.2745242130206,70.9233791748527,65.6488549618321,37.3134328358209,5.20628683693517,1025,1125,0.911111111111111,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.64718798348564,54.0638731834611,NA
"2223","TOWN OF LAMONT WARDS 1-2 LAFAYETTE","TOWN OF LAMONT LAFAYETTE","LAFAYETTE",10.062893081761,52.8301886792453,42.7672955974843,NA,5.66037735849057,159,193,0.823834196891192,"Dominion (Sequoia)/Command Central-Edge",0.880503144654088,140,140,0.627336229534961,2.45692443158333,10.7432320060251,9.43555685222604,16,0.114285714285714
"2224","TOWN OF LANARK WARDS 1-2 PORTAGE","TOWN OF LANARK PORTAGE","PORTAGE",6.24538750285377,54.8723897911833,48.6270022883295,NA,4.75638051044084,871,982,0.886965376782077,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,5.61805127331881,54.3973251498563,NA
"2225","TOWN OF LAND O-LAKES WARD 1 VILAS","TOWN OF LAND O-LAKES VILAS","VILAS",2.55574809546214,63.1669535283993,60.6112054329372,54.5138888888889,5.16351118760757,586,669,0.87593423019432,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,1.92841186592718,14.9766838394081,NA
"2226","TOWN OF LANGLADE WARD 1-2 LANGLADE","TOWN OF LANGLADE LANGLADE","LANGLADE",10.4842399593289,64.4128113879004,53.9285714285714,57.2519083969466,3.55871886120996,280,321,0.872274143302181,"Dominion (Sequoia)/Command Central-Edge",0.742857142857143,208,208,0.627336229534961,2.45692443158333,10.7432320060251,9.85690372979394,29.3558718861209,0.141133999452504
"2227","TOWN OF LAONA WARDS 1-3 FOREST","TOWN OF LAONA FOREST","FOREST",11.6568539613465,59.7337770382696,48.0769230769231,NA,4.82529118136439,605,709,0.853314527503526,"Dominion (Sequoia)/Command Central-Edge",0.624793388429752,378,378,0.627336229534961,2.45692443158333,10.7432320060251,11.0295177318115,70.5239664661463,0.18657133985753
"2228","TOWN OF LARRABEE WARDS 1-2 WAUPACA","TOWN OF LARRABEE WAUPACA","WAUPACA",7.90405662969381,68.3658170914543,60.4617604617605,47.3684210526316,3.44827586206897,674,761,0.885676741130092,"Dominion (Sequoia)/Command Central-Edge",0.655786350148368,442,442,0.627336229534961,2.45692443158333,10.7432320060251,7.27672040015885,53.2733416841363,0.120527922362299
"2229","TOWN OF LAWRENCE WARD 1-2 RUSK","TOWN OF LAWRENCE RUSK","RUSK",12.1937418661235,71.3178294573643,59.1240875912409,49.3670886075949,8.52713178294574,130,148,0.878378378378378,"Dominion (Sequoia)/Command Central-Edge",0.484615384615385,63,63,0.627336229534961,2.45692443158333,10.7432320060251,11.5664056365885,15.8518644259605,0.251616895650167
"2230","TOWN OF LAWRENCE WARDS 1-3 BROWN","TOWN OF LAWRENCE BROWN","BROWN",NA,59.8011363636364,NA,35.7487922705314,5.89488636363636,1674,1772,0.94469525959368,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2231","TOWN OF LAWRENCE WARDS 4-6 BROWN","TOWN OF LAWRENCE BROWN","BROWN",NA,63.9255702280912,NA,33.4186939820743,5.6422569027611,1427,1656,0.861714975845411,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2232","TOWN OF LEBANON WARDS 1-2 DODGE","TOWN OF LEBANON DODGE","DODGE",3.69790062252206,71.9260065288357,68.2281059063136,31.3807531380753,3.59085963003264,932,1042,0.894433781190019,"Dominion (Premier)-Accuvote TSX",0.1931330472103,180,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.0705643929871,34.4644338019056,NA
"2233","TOWN OF LEBANON WARDS 1-3 WAUPACA","TOWN OF LEBANON WAUPACA","WAUPACA",10.5991076374969,64.1169853768279,53.517877739331,38.7267904509284,4.49943757030371,897,1023,0.87683284457478,"Dominion (Sequoia)/Command Central-Edge",0.261984392419175,235,235,0.627336229534961,2.45692443158333,10.7432320060251,9.97177140796194,95.0739955083472,0.404570193652541
"2234","TOWN OF LEDGEVIEW WARDS 1-3,8-10 BROWN","TOWN OF LEDGEVIEW BROWN","BROWN",-5.42332790982289,56.7299396031061,62.153267512929,NA,6.55737704918033,2338,2616,0.893730886850153,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-6.05066413935785,-126.797406531659,NA
"2235","TOWN OF LEDGEVIEW WARDS 4-7 BROWN","TOWN OF LEDGEVIEW BROWN","BROWN",-5.58342604059528,57.3273720814704,62.9107981220657,NA,6.45802285146547,2026,2258,0.897254207263065,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-6.21076227013024,-113.12021158246,NA
"2236","TOWN OF LEEDS WARDS 1-2 COLUMBIA","TOWN OF LEEDS COLUMBIA","COLUMBIA",2.67243016506065,50.42194092827,47.7495107632094,36.8686868686869,8.43881856540084,480,534,0.898876404494382,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.04509393552569,12.8276647922911,NA
"2237","TOWN OF LEMONWEIR WARDS 1-4 JUNEAU","TOWN OF LEMONWEIR JUNEAU","JUNEAU",18.5485449562835,60.9536082474227,42.4050632911392,51.0135135135135,2.44845360824742,786,930,0.845161290322581,"Dominion (Sequoia)/Command Central-Edge",0.573791348600509,451,451,0.627336229534961,2.45692443158333,10.7432320060251,17.9212087267485,145.791563356388,0.323262889925473
"2238","TOWN OF LENA WARD 1 OCONTO","TOWN OF LENA OCONTO","OCONTO",16.182733255904,69.8412698412698,53.6585365853659,47.6923076923077,4.23280423280423,385,448,0.859375,"Dominion (Sequoia)/Command Central-Edge",0.823376623376623,317,317,0.627336229534961,2.45692443158333,10.7432320060251,15.555397026369,62.3035230352304,0.196541082130064
"2239","TOWN OF LENROOT WARDS 1-2 SAWYER","TOWN OF LENROOT SAWYER","SAWYER",2.95810164231217,58.7320574162679,55.7739557739558,58.59375,5.50239234449761,841,967,0.869700103412616,"Dominion (Sequoia)/Command Central-Edge",0.579072532699168,487,487,0.627336229534961,2.45692443158333,10.7432320060251,2.33076541277721,24.8776348118454,0.0510834390386968
"2240","TOWN OF LEOLA WARD 1 ADAMS","TOWN OF LEOLA ADAMS","ADAMS",18.5488424618859,84.7826086956522,66.2337662337662,48.1481481481481,2.17391304347826,138,160,0.8625,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,17.9215062323509,25.5974025974025,NA
"2241","TOWN OF LEON WARD 1-3 WAUSHARA","TOWN OF LEON WAUSHARA","WAUSHARA",12.3543123543123,66.6666666666667,54.3123543123543,43.6363636363636,4.54002389486261,843,945,0.892063492063492,"Dominion (Sequoia)/Command Central-Edge",0.838671411625148,707,707,0.627336229534961,2.45692443158333,10.7432320060251,11.7269761247773,104.146853146853,0.147308137407147
"2242","TOWN OF LEON WARDS 1-2 MONROE","TOWN OF LEON MONROE","MONROE",6.85959854213132,64.9241146711636,58.0645161290323,51.1627906976744,5.39629005059022,596,675,0.882962962962963,"Dominion (Sequoia)/Command Central-Edge",0.785234899328859,468,468,0.627336229534961,2.45692443158333,10.7432320060251,6.23226231259636,40.8832073111027,0.0873572805792792
"2243","TOWN OF LEROY WARDS 1-2 DODGE","TOWN OF LEROY DODGE","DODGE",3.80052552924761,74.2802303262956,70.479704797048,33.112582781457,4.22264875239923,527,603,0.873963515754561,"Dominion (Premier)-Accuvote TSX",0.00569259962049336,3,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.17318929971265,20.0287695391349,NA
"2244","TOWN OF LESSOR WARDS 1-2 SHAWANO","TOWN OF LESSOR SHAWANO","SHAWANO",12.8859833360812,74.5814307458143,61.6954474097331,42.2155688622754,3.95738203957382,665,736,0.903532608695652,"Dominion (Sequoia)/Command Central-Edge",0.434586466165414,289,289,0.627336229534961,2.45692443158333,10.7432320060251,12.2586471065462,85.69178918494,0.296511381262768
"2245","TOWN OF LEVIS WARDS 1-2 CLARK","TOWN OF LEVIS CLARK","CLARK",14.4014793060314,68.7224669603524,54.320987654321,NA,4.40528634361234,227,292,0.777397260273973,"ES&S iVotronic",0.832599118942731,189,NA,0.627336229534961,2.45692443158333,10.7432320060251,13.7741430764964,32.6913580246913,NA
"2246","TOWN OF LEWISTON WARDS 1-2 COLUMBIA","TOWN OF LEWISTON COLUMBIA","COLUMBIA",5.15892887455441,49.7810218978102,44.6220930232558,49.2481203007519,5.54744525547445,692,755,0.916556291390728,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.53159264501945,35.6997878119165,NA
"2247","TOWN OF LIBERTY GROVE WARDS 1-3 DOOR","TOWN OF LIBERTY GROVE DOOR","DOOR",NA,41.36460554371,NA,NA,6.46766169154229,1424,1631,0.873083997547517,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2248","TOWN OF LIBERTY WARD 1 GRANT","TOWN OF LIBERTY GRANT","GRANT",8.33990277230324,61.4406779661017,53.1007751937985,37,7.6271186440678,238,295,0.806779661016949,"Dominion (Sequoia)/Command Central-Edge",0.550420168067227,131,131,0.627336229534961,2.45692443158333,10.7432320060251,7.71256654276828,19.8489685980817,0.151518844260166
"2249","TOWN OF LIBERTY WARD 1 OUTAGAMIE","TOWN OF LIBERTY OUTAGAMIE","OUTAGAMIE",10.1023706896552,71.09375,60.9913793103448,48.7394957983193,3.3203125,518,537,0.964618249534451,"Dominion (Sequoia)/Command Central-Edge",0.747104247104247,387,387,0.627336229534961,2.45692443158333,10.7432320060251,9.47503446012024,52.3302801724139,0.13522036220262
"2250","TOWN OF LIBERTY WARD 1 VERNON","TOWN OF LIBERTY VERNON","VERNON",2.87581699346405,41.7647058823529,38.8888888888889,43.3962264150943,7.64705882352941,173,179,0.966480446927374,"Dominion (Sequoia)/Command Central-Edge",0.676300578034682,117,117,0.627336229534961,2.45692443158333,10.7432320060251,2.24848076392909,4.97516339869281,0.0425227640913915
"2251","TOWN OF LIBERTY WARDS 1-2 MANITOWOC","TOWN OF LIBERTY MANITOWOC","MANITOWOC",6.29223717459013,70.3296703296703,64.0374331550802,33.1550802139037,4.94505494505495,733,803,0.912826899128269,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,5.66490094505517,46.1220984897457,NA
"2252","TOWN OF LIMA WARD 1 GRANT","TOWN OF LIMA GRANT","GRANT",7.80952380952382,53.1428571428571,45.3333333333333,47.4820143884892,7.14285714285714,353,428,0.824766355140187,"Dominion (Sequoia)/Command Central-Edge",0.889518413597734,314,314,0.627336229534961,2.45692443158333,10.7432320060251,7.18218757998886,27.5676190476191,0.087794965119806
"2253","TOWN OF LIMA WARDS 1-2 PEPIN","TOWN OF LIMA PEPIN","PEPIN",9.59798249517875,63.4920634920635,53.8940809968847,44.7154471544715,5.3968253968254,318,348,0.913793103448276,"Dominion (Sequoia)/Command Central-Edge",0.89937106918239,286,286,0.627336229534961,2.45692443158333,10.7432320060251,8.97064626564379,30.5215843346684,0.106718826344994
"2254","TOWN OF LIMA WARDS 1-2 ROCK","TOWN OF LIMA ROCK","ROCK",5.26654196866963,51.9230769230769,46.6565349544073,42.3913043478261,7.69230769230769,630,705,0.893617021276596,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,4.63920573913467,33.1792144026187,NA
"2255","TOWN OF LIMA WARDS 1-4 SHEBOYGAN","TOWN OF LIMA SHEBOYGAN","SHEBOYGAN",-2.94280629488205,69.7594501718213,72.7022564667033,19.3116634799235,6.64375715922108,1771,1954,0.906345957011259,"Dominion (Sequoia)/Command Central-Edge",0.0976849237718803,173,173,0.627336229534961,2.45692443158333,10.7432320060251,-3.57014252441701,-52.1170994823611,-0.301254910302665
"2256","TOWN OF LINCOLN WARD 1-4 POLK","TOWN OF LINCOLN POLK","POLK",6.54151837765456,63.2294164668265,56.687898089172,43.5840707964602,5.19584332533973,1260,1421,0.886699507389163,"Dominion (Sequoia)/Command Central-Edge",0.745238095238095,939,939,0.627336229534961,2.45692443158333,10.7432320060251,5.9141821481196,82.4231315584475,0.0877775628950452
"2257","TOWN OF LINCOLN WARD 1 ADAMS","TOWN OF LINCOLN ADAMS","ADAMS",5.95087532450242,54.1436464088398,48.1927710843374,48.780487804878,3.31491712707182,182,223,0.816143497757848,"Dominion (Sequoia)/Command Central-Edge",0.884615384615385,161,161,0.627336229534961,2.45692443158333,10.7432320060251,5.32353909496746,10.8305930905944,0.0672707645378534
"2258","TOWN OF LINCOLN WARD 1 BAYFIELD","TOWN OF LINCOLN BAYFIELD","BAYFIELD",14.0519701293182,56.5934065934066,42.5414364640884,56.9620253164557,7.69230769230769,183,211,0.867298578199052,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,13.4246338997832,25.7151053366523,NA
"2259","TOWN OF LINCOLN WARD 1 BUFFALO","TOWN OF LINCOLN BUFFALO","BUFFALO",7.94827085149666,62.9032258064516,54.954954954955,60.5633802816901,4.83870967741935,125,136,0.919117647058823,"Dominion (Sequoia)/Command Central-Edge",0.792,99,99,0.627336229534961,2.45692443158333,10.7432320060251,7.3209346219617,9.93533856437083,0.100356955195665
"2260","TOWN OF LINCOLN WARD 1 BURNETT","TOWN OF LINCOLN BURNETT","BURNETT",24.341816586222,71.5116279069768,47.1698113207547,61.3333333333333,2.32558139534884,173,194,0.891752577319588,"Dominion (Sequoia)/Command Central-Edge",0.84971098265896,147,147,0.627336229534961,2.45692443158333,10.7432320060251,23.714480356687,42.1113426941641,0.286471719007919
"2261","TOWN OF LINCOLN WARD 1 KEWAUNEE","TOWN OF LINCOLN KEWAUNEE","KEWAUNEE",15.4932136639454,65.6964656964657,50.2032520325203,35.1851851851852,4.78170478170478,486,549,0.885245901639344,"Dominion (Sequoia)/Command Central-Edge",0.753086419753086,366,366,0.627336229534961,2.45692443158333,10.7432320060251,14.8658774344104,75.2970184067747,0.205729558488455
"2262","TOWN OF LINCOLN WARD 1 MONROE","TOWN OF LINCOLN MONROE","MONROE",5.63660055936943,72.9977116704805,67.3611111111111,46.4114832535885,5.49199084668192,499,499,1,"Dominion (Sequoia)/Command Central-Edge",0.807615230460922,403,403,0.627336229534961,2.45692443158333,10.7432320060251,5.00926432983447,28.1266367912535,0.069793143402614
"2263","TOWN OF LINCOLN WARDS 1-2 EAU CLAIRE","TOWN OF LINCOLN EAU CLAIRE","EAU CLAIRE",4.53034259378167,58.1196581196581,53.5893155258765,42.4460431654676,5.2991452991453,587,709,0.827926657263752,"Dominion (Sequoia)/Command Central-Edge",0.415672913117547,244,244,0.627336229534961,2.45692443158333,10.7432320060251,3.90300636424671,26.5931110254984,0.108988159940567
"2264","TOWN OF LINCOLN WARDS 1-2 TREMPEALEAU","TOWN OF LINCOLN TREMPEALEAU","TREMPEALEAU",11.9064025544222,50.4643962848297,38.5579937304075,47.4747474747475,6.19195046439629,323,392,0.823979591836735,"Dominion (Sequoia)/Command Central-Edge",0.820433436532508,265,265,0.627336229534961,2.45692443158333,10.7432320060251,11.2790663248872,38.4576802507837,0.145123321701071
"2265","TOWN OF LINCOLN WARDS 1-2 WOOD","TOWN OF LINCOLN WOOD","WOOD",3.51970937972426,62.2362869198312,58.716577540107,43.0703624733475,4.21940928270042,959,1048,0.915076335877863,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,2.8923731501893,33.7540129515557,NA
"2266","TOWN OF LINCOLN WARDS 1-3 FOREST","TOWN OF LINCOLN FOREST","FOREST",NA,57.3673870333988,NA,NA,2.16110019646365,514,630,0.815873015873016,"Dominion (Sequoia)/Command Central-Edge",0.821011673151751,422,422,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
"2267","TOWN OF LINCOLN WARDS 1-5 VILAS","TOWN OF LINCOLN VILAS","VILAS",4.4225982480494,63.8456751711263,59.4230769230769,49.6073298429319,6.0360920970753,1613,1853,0.870480302212628,"aNone",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,3.79526201851444,71.3365097410368,NA
"2268","TOWN OF LIND WARDS 1-3 WAUPACA","TOWN OF LIND WAUPACA","WAUPACA",8.63116787901004,66.7076167076167,58.0764488286067,45.5307262569832,5.8968058968059,823,909,0.905390539053905,"Dominion (Sequoia)/Command Central-Edge",0.438639125151883,361,361,0.627336229534961,2.45692443158333,10.7432320060251,8.00383164947508,71.0345116442526,0.196771500399592
"2269","TOWN OF LINDEN WARD 1-3 IOWA","TOWN OF LINDEN IOWA","IOWA",9.70928630476715,54.4736842105263,44.7643979057592,45.1219512195122,4.21052631578947,382,448,0.852678571428571,"Dominion (Sequoia)/Command Central-Edge",0.879581151832461,336,336,0.627336229534961,2.45692443158333,10.7432320060251,9.08195007523219,37.0894736842105,0.110385338345865
"2270","TOWN OF LINDINA WARD 1 JUNEAU","TOWN OF LINDINA JUNEAU","JUNEAU",7.97823402658402,53.3665835411471,45.3883495145631,44.3820224719101,5.7356608478803,404,464,0.870689655172414,"Dominion (Sequoia)/Command Central-Edge",0.715346534653465,289,289,0.627336229534961,2.45692443158333,10.7432320060251,7.35089779704906,32.2320654673994,0.1115296382955
"2271","TOWN OF LINN WARD 5 WALWORTH","TOWN OF LINN WALWORTH","WALWORTH",-13.2656366404301,54.0650406504065,67.3306772908366,30.3571428571429,9.34959349593496,249,296,0.841216216216216,"Dominion (Premier)-Accuvote TSX",0,0,NA,0.627336229534961,2.45692443158333,10.7432320060251,-13.8929728699651,-33.031435234671,NA
"2272","TOWN OF LINN WARDS 1-4,6 WALWORTH","TOWN OF LINN WALWORTH","WALWORTH",NA,61.3233923578751,NA,38.6538461538462,6.24417520969245,1087,1240,0.876612903225806,"Dominion (Premier)-Accuvote TSX",0.00183992640294388,2,NA,0.627336229534961,2.45692443158333,10.7432320060251,NA,NA,NA
